artwork_title,description_text,index,url
"The Philosopher’s Conquest, 1913–14, Giorgio de Chirico","De Chirico represented objects with a matter-of-fact, though intentionally crude, precision. He painted his scenes flatly, in bright colors, and illuminated them with a cold white light. Rendered in this clear style, works like The Philosopher’s Conquest seem rife with meaning, though they remain resolutely enigmatic. Indeed, by juxtaposing incongruous objects, the artist sought to produce a metaphysical quality, what he called “art that in certain aspects resembles … the restlessness of myth.” De Chirico’s works would profoundly affect the Surrealists, who in the 1920s and 1930s attempted to portray dreams and images of the subconscious in their work.",104.0,https://www.artic.edu/artworks/30839/the-philosopher-s-conquest
"Harvest Talk, 1953, Charles White","Charles White is recognized for the richness of his graphic work and his paintings, which typically depict aspects of the history, culture, and life of African Americans. A native of Chicago, White attended the School of the Art Institute, the Art Students League of New York, and later the Taller de Gráfica Popular in Mexico. Beginning in 1939, he was employed by the Federal Art Project of the Works Progress Administration.",105.0,https://www.artic.edu/artworks/111810/harvest-talk
"Harvest Talk, 1953, Charles White","White’s father was a railroad and steel worker and his mother was a domestic worker; this inspired in White a deep respect for labor. Harvest Talk, one of six charcoal and carbon pencil drawings originally exhibited at ACA Galleries in New York in 1953, exemplifies the artist’s mature drawing style. Here his strong, assured manner, coupled with the heroic proportions of the figures and the emphasis on the large scythe (an emblem often associated with the Soviet Union)—as well as the social realist sensibilities that prevail throughout his oeuvre, his travels to the Soviet Union, and his writings for and affiliation with left-wing publications such as Masses and Mainstream, Freedomways, and the Daily Worker—suggest that Harvest Talk was inspired by socialist ideals. Like many of White’s works on paper, it conveys the power of a mural despite its relatively small format.",105.0,https://www.artic.edu/artworks/111810/harvest-talk
"Gasthof zur Muldentalsperre, 2000/2002, Peter Doig","Peter Doig creates dreamlike, psychologically charged landscapes that display a peculiar blend of abstraction and representation. Combining a hallucinatory palette with expressionist brushwork, his paintings have a mysterious, often melancholic air. Doig works exclusively from found images, drawing inspiration from film stills, newspaper clippings, personal photo albums, record album covers, and the work of earlier artists such as Edvard Munch (see p. 318) and Ernst Ludwig Kirchner (see p. 322). The image of the two men in Gasthof zur Muldentalsperre derives from a photograph taken when the artist was working as a dresser at the London Coliseum. One night, after a production of Igor Stravinsky’s burlesque ballet Petrouchka (1911), Doig and a friend donned costumes from the performance and comically posed for a snapshot. The artist initially used the photo as the basis for a figure study; he then superimposed the two figures on a landscape he borrowed from an antique postcard, which depicts the vista from an old German tavern, Gasthof zur Muldentalsperre. In Doig’s version, the view has undergone strange chromatic shifts, resulting in a fantastical, nocturnal scene that resembles a theatrical backdrop. The men at the gate are an otherworldly presence; the winding path behind them seems to lead to another realm beyond the edge of the painting.",106.0,https://www.artic.edu/artworks/160226/gasthof-zur-muldentalsperre
"The Home of the Heron, 1893, George Inness","The landscape painter George Inness once explained, “The true purpose of the painter is simply to reproduce in other minds the impression which a scene has made upon him … to awaken an emotion.” Inness sought, particularly in his later years, to record not so much the appearance of nature as its poetry. To achieve this, he limited his subject matter to, in his words, “rivers, streams, the rippling brook, the hillside, the sky, the clouds.” For half a century, the artist captured these moisture-laden subjects in all seasons, during all hours of the day and night. First he made small, quick sketches in the field or wood, and then, in the seclusion of his studio, he used them to create the more than one thousand oils credited to him.",107.0,https://www.artic.edu/artworks/64724/the-home-of-the-heron
"The Home of the Heron, 1893, George Inness","Inness completed The Home of the Heron near the end of his career, after he had finally achieved a degree of comfort and success. The painting is characteristic of his late work, with loosely rendered detail and dim objects that seem bathed in an almost incandescent glow. The picture’s blurred outlines, broad handling, and delicate, subtle tonalities, as well as the solitary presence of the heron, masterfully evoke nature’s stillness and mystery. With more than two dozen canvases by Inness, the Art Institute has one of the most comprehensive collections of the painter’s work.",107.0,https://www.artic.edu/artworks/64724/the-home-of-the-heron
"Sunny Morning–Eight Legs, 1997, Lucian Freud","Lucian Freud subjected the human face and figure to uncompromising scrutiny for over fifty years. The monumental Sunny Morning—Eight Legs confronts us with three models arranged on top of and under a sheet-draped bed in the artist’s London studio. With his head thrown back, his upper torso twisted, and his bent legs stretched awkwardly, the male nude is a study in tension and discomfort, in contrast to the easy tenderness with which he holds a sleeping dog. The legs that emerge from beneath the bed are the reverse of those of the reclining man; the inclusion of the lower pair, without a body, imparts a tone of perversion or even violence. Employing a mostly neutral palette, Freud used thick strokes of paint to create his forms, molding his subject’s flesh similar to the way a sculptor works with clay. The model’s exposed genitals and almost pleading expression; the downward angle of the floor, accentuated by the second pair of legs; the heavy, falling linen; and the dog’s delicate frame as it nestles against the man combine to present a disturbing image of vulnerability.",108.0,https://www.artic.edu/artworks/148306/sunny-morning-eight-legs
"Many Mansions, 1994, Kerry James Marshall","Many Mansions is the first in Kerry James Marshall’s series of five large-scale paintings depicting public housing projects in Chicago and Los Angeles such as Rockwell Gardens, Wentworth Gardens, or, as in Many Mansions, Stateway Gardens. Struck by the absurdity of the term “garden” to describe these failed solutions to low-income housing, Marshall was inspired to represent the profound contradictions of living in such an environment. Many Mansions is filled with ironic and startling juxtapositions of the real and artificial—from the unnaturally cheerful landscape to the three haunting, ebony-skinned figures dressed in nostalgic Sunday best. The title of the painting, visible on the red ribbon above, is a variation on Christ’s oft-quoted remark found in John [14:2]: “In my Father’s house there are many mansions.”",109.0,https://www.artic.edu/artworks/137125/many-mansions
"Interrupted Reading, c. 1870, Jean Baptiste Camille Corot","Interrupted Reading is among the most compelling of Camille Corot’s late figure paintings. Corot almost never exhibited these studies of the human form, preferring instead to publicize the idyllic landscapes that were his specialty. To emphasize the private nature of Interrupted Reading, Corot enclosed his model within the protective environment of the artist’s studio. The mood of the painting is introspective and somewhat melancholic, the very essence of the Romantic sensibility. The muse-like image of a woman reading a book was a popular one in nineteenth-century art, but Corot chose to show his model pausing, looking up from this activity. Having spent a number of years in Italy and being a lover of everything Italian, the artist often furnished his models with Italianate costumes such as the one worn here. Whereas Corot’s subject matter is traditional, his technique is not. With direct and bold brushwork, he explored the human form as a construction of masses that support and balance one another. This broad handling is complemented by the artist’s obvious delight in detail—the ribbon in the model’s hair, the delicate earrings, the deep folds in the skirt. Here he combined a profound sense of formal structure with the dreamy softness and intimacy that characterize his most famous landscapes.",110.0,https://www.artic.edu/artworks/81512/interrupted-reading
"Solitaire, 1943, Balthus","Balthus was born into an educated and artistic, but impoverished, family of Polish aristocrats who had fled political and economic turmoil to settle in Paris. As a young man, he traveled to Italy to study such Old Masters as Piero della Francesca. Aside from this direct experience, Balthus received little formal schooling; this permitted him to develop his own unique artistic vision. In 1933 he began painting the erotically charged images for which he is best known—enigmatic scenes of young girls lost in reverie that often place the viewer in the position of voyeur.",111.0,https://www.artic.edu/artworks/20509/solitaire
"Solitaire, 1943, Balthus","Balthus spent most of World War II in Switzerland, where in 1943 he painted Solitaire. The striking posture of the girl, deep in thought as she considers the cards on the table, is one the artist used in a number of earlier works. The insistent verticals of the patterned wallpaper create a counterpoint to the diagonal of the girl’s back; the mysterious expression of her shadowed face contrasts with the strong, raking light that defines her delicate, long fingers. These details suggest how carefully Balthus orchestrated the painting’s unsettling emotional tenor.",111.0,https://www.artic.edu/artworks/20509/solitaire
"Portrait of Marevna, c. 1915, Diego Rivera","Early in his career, Diego Rivera enjoyed a brief but sparkling period as a Cubist painter. After years of rigorous art training in Mexico City, he traveled throughout Europe from 1907 to 1910. In l9l2 Rivera settled in Paris, where he befriended other emigré avant-garde artists, such as Amedeo Modigliani and Piet Mondrian. During World War l, he became a leading member of a group of Cubists that included Albert Gleizes, Juan Gris, and Jean Metzinger.",112.0,https://www.artic.edu/artworks/7021/portrait-of-marevna
"Portrait of Marevna, c. 1915, Diego Rivera","The subject of this portrait is Rivera’s lover at the time, Marevna Vorobëv-Stebelska, a Russian-born painter and writer. Photographs of the sitter, which show her distinctive bobbed hair, blond bangs, and prominent nose, reveal Rivera’s gifts of observation. Seated in an overstuffed armchair, she turns away from the book she holds in her lap, as if momentarily—perhaps angrily—distracted. Vorobëv-Stebelska is stylishly dressed in a gold-brocade bodice, white sleeves, and a dress whose shape hints at a pair of crossed legs. To her right appears a green, faux-marble form that may be a fireplace, and behind her is a schematically rendered window and shutters. In this Synthetic Cubist composition, Rivera used color to suggest spatial recession, making the planes meant to be closer to the viewer brighter than those at further remove. The painting’s somber and rich color harmonies recall the palette of Gris.",112.0,https://www.artic.edu/artworks/7021/portrait-of-marevna
"Portrait of Marevna, c. 1915, Diego Rivera","Following World War I and the Russian Revolution, Rivera, like many other artists in Paris, rejected Cubism as frivolous and inappropriate for the new age. In 1921 the painter returned to Mexico, which itself had emerged from a decade of revolutionary struggle. There, adopting monumental forms that suited the country’s new political reality, he began to produce work for which he is acclaimed today: paintings, graphics, and, above all, murals depicting Mexican political and cultural life.",112.0,https://www.artic.edu/artworks/7021/portrait-of-marevna
"Bust of a Youth (Saint John the Baptist?), 1630/40, Francesco Mochi","One of the most individual sculptors of his age, Francesco Mochi possessed an astoun- ding technical prowess. Although his output was relatively small, Mochi was one of the most original artists to emerge in seventeenth-century Italy. His art is distinguished by energetic lines, dramatic movement, and subtle psychology. Here a taut precision characterizes the youth’s garment, and a carefully composed rhythm governs Mochi’s virtuoso treatment of the corkscrew curls. In contrast to the greater precision of the hair and drapery, the wistful expression of the youth, with his slightly parted lips, endows the sculpture with life. This work may have been conceived as a portrait, but it is more likely a biblical or mythological subject. The almost transcendent expression suggests that the sculpture may represent a religious figure, such as the youthful Saint John the Baptist. Its small scale suggests that the work was intended as an object for private contemplation.",113.0,https://www.artic.edu/artworks/73413/bust-of-a-youth-saint-john-the-baptist
"Fish (Still Life), 1864, Édouard Manet","Although still-life ensembles were an important element in many of the major paintings of the avant-garde artist Édouard Manet, his most sustained interest in the genre itself was from 1864 to 1865, when Fish was painted. Manet’s focus on still lifes coincided with the gradual reacceptance of the genre during the nineteenth century, due in part to the growth of the middle class, whose tastes ran to intimate, moderately priced works. This painting, like many of Manet’s still-life compositions, recalls seventeenth-century Dutch models. The directness of execution, bold brushwork, and immediacy of vision displayed in the canvas, however, suggest why the public found Manet’s work so unorthodox and confrontational. While Fish is indeed an image of “dead nature” (nature morte is the French term for still life), there is nothing still about the work: the produce seems fresh and the handling of paint vigorous. Further enliven-ing the composition is the placement of the carp, which offsets the strong diagonal of the other elements. Manet never submitted his still lifes to the official French Salon but rather sold them through the burgeoning network of art galleries in Paris and gave them to friends.",114.0,https://www.artic.edu/artworks/44892/fish-still-life
"Judith, c. 1540, Jan Sanders van Hemessen","Judith was considered one of the most heroic women of the Old Testament. According to the biblical story, when her city was besieged by the Assyrian army, the beautiful young widow gained access to the quarters of the general Holofernes. After winning his confidence and getting him drunk, she took his sword and cut off his head, thereby saving the Jewish people. Although Judith was often shown richly and exotically clothed, Jan Sanders van Hemessen chose to present her as a monumental nude, aggressively brandishing her sword even after severing Holofernes’s head.",115.0,https://www.artic.edu/artworks/4575/judith
"Judith, c. 1540, Jan Sanders van Hemessen","Van Hemessen was one of the chief proponents of a style, popular in the Netherlands in the first half of the sixteenth century, that was deeply indebted to the monumental character of classical sculpture, as well as to the art of Michelangelo Buonarroti and Raphael. Judith’s muscular body and her elaborate, twisting pose reflect these influences. Yet the use of the aggressive nude figure here also suggests a certain ambivalence on the part of the artist and his audience toward the seductive wiles Judith may have employed to disarm Holofernes. In this work, Van Hemessen combined an idealized form with precisely rendered textures, as in the hair and beard of Holofernes and Judith’s gauzy headdress and brocaded bag. The interplay between the straining pose of the figure, the dramatic lighting, and the fastidiously recorded surfaces serves to heighten the tension of this composition.",115.0,https://www.artic.edu/artworks/4575/judith
"The Interior of the Palm House on the Pfaueninsel Near Potsdam, 1834, Carl Blechen","Carl Blechen is regarded as a pivotal figure in nineteenth-century German painting; his short career marks the transition from Romanticism to a more realistic view of nature. Although he is best known for scenes in which a carefully observed Italian landscape served as the backdrop for mysterious or nostalgic figures, The Palm House represents an important detour in his work. In 1832 Blechen was commissioned by Friedrich Wilhelm III of Prussia (r. 1797–1840) to paint two views of an exotic pleasure building recently constructed near Potsdam. The architect Karl Friedrich Schinkel designed the Palm House for the king’s collection of palms. It was situated on the Pfaueninsel, or Peacock Island, a favorite royal retreat dotted with whimsical buildings such as a tiny castle and a Gothic dairy. Blechen’s painting is both a record of the building, with its lush palms and fragments of an Indian temple, and an evocation of a fantasy world peopled by beautiful women purposefully playing to the viewer’s imagination. After completing two exquisite, small paintings for the king, Blechen made this grand version for public viewing. The Palm House was one of the artist’s most ambitious statements, for he soon succumbed to melancholy and madness.",116.0,https://www.artic.edu/artworks/144969/the-interior-of-the-palm-house-on-the-pfaueninsel-near-potsdam
"Croquet Scene, 1866, Winslow Homer","One of America’s foremost painters, Winslow Homer began his career as an illustrator during the Civil War. In the late 1860s, he turned his acute observational and technical skills toward oil painting, depicting figures bathed in sunlight out-of-doors. These early paintings, often executed in series, feature scenes of upper-class leisure pursuits—in this case, women and men competing with one another in the popular sport of croquet, which had recently been introduced to the United States from the British Isles. In Croquet Scene, one of five paintings Homer completed on the subject, progress on “the grand round” seems fairly advanced. The crouching male figure positions the ball belonging to the woman dressed in red. She is about to croquet (or “send up the country”) another ball, probably belonging to the woman in the left foreground, who shields her eyes against the bright afternoon sun. Notable for its bold patterning, strong contours, and brilliant light effects, the painting epitomizes the spirit of a breezy summer afternoon.",117.0,https://www.artic.edu/artworks/44018/croquet-scene
"View of Cotopaxi, 1857, Frederic Edwin Church","Frederic Edwin Church produced at least ten finished paintings of the Ecuadorian volcano Cotopaxi. Completed in his studio just before his second visit to Latin America, View of Cotopaxi incorporates the scientific, religious, and political themes that preoccupied the artist. He ascribed to a religious view of the world that looked to nature and science as evidence of God’s role as creator. For Church and many 19th-century viewers, the lush rain forest of Latin America was likened to the Garden of Eden, and the volcano, because of its creative and destructive force, was understood in terms of divine power.",118.0,https://www.artic.edu/artworks/76571/view-of-cotopaxi
"In the Sea, 1883, Arnold Böcklin","Arnold Böcklin’s art had little in common with Impressionism or the academic art of his time. Instead, his depictions of demigods in naturalistic settings interpret themes from Classical mythology in an idiosyncratic, often sensual manner. In the Sea, part of a series of paintings of mythological subjects, displays an unsettling, earthy realism. Mermaids and tritons frolic in the water with a lusty energy and abandon verging on coarseness. Occupying the center of the composition is a harpplaying triton. Three mermaids have attached themselves to his huge frame as if it were a raft; the one near his shoulder seems to thrust herself upon him. The work’s sense of boisterousness is tempered by the ominously shaped reﬂection of the triton and mermaids in the sea and by the oddness of the large-eared heads that emerge from the water at the right. In addition to imaginative, bizarre interpretations of the Classical world, Böcklin painted mysterious landscapes punctuated by an occasional lone figure. These haunting later works made him an important contributor to the international Symbolist movement. They also appealed to some Surrealist artists, particularly Giorgio de Chirico, who declared, “Each of [Böcklin’s] works is a shock.”",119.0,https://www.artic.edu/artworks/110507/in-the-sea
"Edtaonisl (Ecclesiastic), 1913, Francis Picabia","In 1911 Francis Picabia met Marcel Duchamp, who had devised a unique style of painting that combined Cubist elements with pseudodiagrams in humorous compositions. Stimulated by Duchamp’s example, Picabia pioneered a new, colorful, and intellectual visual language, of which Edtaonisl is a prime example.",120.0,https://www.artic.edu/artworks/80062/edtaonisl-ecclesiastic
"Edtaonisl (Ecclesiastic), 1913, Francis Picabia","This picture relates to Picabia’s experience aboard a transatlantic ship in 1913, on his way to the opening of the Armory Show, North America’s first major exhibition of modern art. Picabia was amused by two fellow passengers—an exotic Polish dancer named Stacia Napierskowska and a Dominican priest who could not resist the temptation of watching her rehearse with her troupe. While the tumultuous shapes in this work suggest fragments of bodies and nautical architecture, the depiction of specific forms is less important than the effective expression of contrast and rocking motion, which evokes the sensations of dance and a ship moving through rolling seas. On the top right of the canvas, Picabia painted the word Edtaonisl—an acronym made by alternating the letters of the French words étoile (star) and dans[e] (dance), a process analogous to the artist’s shattering and recombining of forms. He subtitled the work Ecclesiastic, hinting at the juxtaposition of the spiritual and the sensual.",120.0,https://www.artic.edu/artworks/80062/edtaonisl-ecclesiastic
"Beata Beatrix, 1871/72, Dante Gabriel Rossetti","Both a poet and a painter, Dante Gabriel Rossetti was a founder of the Pre-Raphaelite Brotherhood, a circle of Victorian artists who were united in their regard for medieval aesthetics. Named after the thirteenth-century poet Dante Alighieri, Rossetti found inspiration for Beata Beatrix in his namesake’s La vita nuova (The New Life; 1295). Rossetti’s scene draws a parallel between Dante’s love for the late Beatrice and his own affection for his recently deceased wife and muse, Elizabeth Siddal. While this picture is a tribute to Siddal, Rossetti was adamant that it does not represent her death. Rather, the work portrays her as if in a trance or altered spiritual state.",121.0,https://www.artic.edu/artworks/16551/beata-beatrix
"Beata Beatrix, 1871/72, Dante Gabriel Rossetti","Rossetti’s symbolism combines details from his personal life with those from La Vita Nuova. “The Dove” was the artist’s nickname for Siddal, and a haloed dove delivers her a white poppy, a symbol of laudanum—a derivative of opium—which caused her death by overdose. Above rises the Ponte Vecchio, the Florentine bridge that served as the setting of Dante’s poem. To the upper left is the personification of Love and to the right the figure of Dante, who doubles as a representation of Rossetti himself. The sundial shadows the number nine, the age Dante first saw Beatrice as well as the hour and day of her death. Rossetti designed the frame, and at the top right he inscribed, “How doth the city sit solitary.” This quote from La Vita Nuova refers to the city of Florence’s mourning of Beatrice.",121.0,https://www.artic.edu/artworks/16551/beata-beatrix
"Beata Beatrix, 1871/72, Dante Gabriel Rossetti","Given the deeply personal nature of the work, Rossetti initially refused his patron William Graham’s request to create a replica, although he eventually yielded. The Art Institute’s painting is this second version, which is the only one to have a predella—the painted scene at the bottom of the frame—depicting Beatrice and Dante’s reunion in paradise. With this addition, Rossetti provides the medieval love story with a happy conclusion, perhaps suggesting that he, too, had begun to come to terms with his own profound grief.",121.0,https://www.artic.edu/artworks/16551/beata-beatrix
"Still Life with Dead Game, Fruits, and Vegetables in a Market, 1614, Frans Snyders","The overflowing abundance of this Flemish market stall is enlivened by fighting roosters, an aggressive cat, and a pickpocket. The painting is an important early example of Frans Snyder’s dynamic Baroque combination of figures and still-life elements. He was probably inspired by the style of Peter Paul Rubens, who excelled at mythological and religious painting. Snyders often contributed animals or fruit to Ruben’s work, and he became the leading Flemish exponent of monumental still-life painting, a genre much sought after by aristocratic collectors.",122.0,https://www.artic.edu/artworks/62042/still-life-with-dead-game-fruits-and-vegetables-in-a-market
"Reclining Woman, 1922, Fernand Léger","Fernand Léger first saw the work of the Cubists Georges Braque and Pablo Picasso at the Paris gallery of Daniel-Henry Kahnweiler. Around 1909 Léger began to experiment with geometric shapes, complementary colors, and strong outlines, although his paintings remained largely nonrepresentational until after World War I. His involvement in the war had a profound impact on his work. In the years following, he introduced volumetric forms that resembled pistons and pipes into his compositions, joining others in the Parisian vanguard in charting a more sober, conservative course that placed renewed emphasis on objective observation. Substituting hard metallic tubes for pliant flesh and flat patterned disks for soft and dense pillows, the artist updated the classical figure of the odalisque (a female slave or concubine often pictured in the history of art as a reclining nude) with his particular blend of Cubism and machine aesthetics. Reclining Woman demonstrates Léger’s interest in producing “everyday poetic images”: paintings in which the manufactured object is the “principal personage,” shown as precisely as possible to reveal an absolute sculptural value rather than sentimental associations. This work exemplifies the Purist style, a kind of industrial classicism that focused on utilitarian objects. Léger hoped that through such paintings, art would become accessible to the whole of modern society rather than to just a privileged few.",123.0,https://www.artic.edu/artworks/153701/reclining-woman
"The Room No. VI, 1948, Eldzier Cortor","Eldzier Cortor was born in Richmond, Virginia, in 1916 and moved with his family to the South Side of Chicago a year later. His coursework at the School of the Art Institute exposed him not only to the Art Institute’s iconic Western paintings but also to the Field Museum’s extraordinary collection of African art. When he decided to become a painter, he was drawn to abstraction but decided that nonobjective painting was incompatible with his desire to represent the African American experience and convey social messages with his art.",124.0,https://www.artic.edu/artworks/191556/the-room-no-vi
"The Room No. VI, 1948, Eldzier Cortor","The Room No. VI is one of the finest examples of Cortor’s mature work, intended to expose the impoverished living conditions experienced by many African Americans on the South Side. Circumstances for many residents were challenging, as racism, segregation, and the increasing pace of migration of rural blacks from the South placed significant pressures on the limited housing stock. Entire families resided together, often in what were called “kitchenettes”—inadequate one-room spaces with limited access to kitchens or bathrooms. Despite his pressing social message, however, Cortor emphasized formal elements of pattern and texture, particularly the shapes and brilliant colors of the bed linens, floorboards, and wallpaper, whose dynamic, decorative appearance helps alleviate the bleakness of the scene. Cortor achieved a fundamental rethinking of the idiom of social realism that conveys the hardships of African American life in Chicago, even as he endowed the subject with a profound dignity and grace.",124.0,https://www.artic.edu/artworks/191556/the-room-no-vi
"Ready-to-Wear, 1955, Stuart Davis","Stuart Davis was acquainted from an early age with John Sloan and Robert Henri, leaders of the so-called Ashcan School, a group of artists committed to depicting all aspects of modern urban life. Davis studied at Henri’s New York school, but he eventually came to disagree with his teacher’s belief in the preeminence of content over composition and form; instead, he created a style in which he generalized and abstracted his shapes and the spaces between them.",125.0,https://www.artic.edu/artworks/2189/ready-to-wear
"Ready-to-Wear, 1955, Stuart Davis","Nonetheless, Davis’s art is never totally abstract. Twentieth-century America is reflected in the shapes and colors he chose and in the sheer vitality of his compositions. His style—big, bright, bold, and clear—is completely appropriate to his subject matter. Forms have been reduced to large colored planes; words or numbers are simplified and offered as elements of design. In Ready-to-Wear, the bright, unmixed colors recall those of the French artist Fernand Léger. The way in which they intersect and interrupt one another, however, conveys a mood that is distinctly American: energetic, jazzy, mass produced—all qualities summed up in the title. The planes, reminiscent of overlapping pasted-down paper cutouts, even suggest the garment patterns from which ready-to-wear clothes are assembled.",125.0,https://www.artic.edu/artworks/2189/ready-to-wear
"Painterly Realism of a Football Player—Color Masses in the 4th Dimension, Summer/fall 1915, Kazimir Malevich","During the summer and fall of 1915, Kazimir Malevich secluded himself to prepare for the groundbreaking exhibition 0.10 (Zero-Ten) The Last Futurist Exhibition of Paintings. Seeking to push the formal discoveries of Cubism and Futurism to their limits, to find the most essential core—the “zero”—of painting, Malevich produced a series of completely abstract works that he declared constituted an entirely new system of art. Suprematism, as he called the new style, eradicated all references to the natural world and focused instead on the inherent relationships between colored geometric shapes against the void of a subtly textured white background. In the exhibition catalogue he warned, “In naming some of the paintings I do not wish to point out what form to seek in them, but I wish to indicate that real forms were approached in many cases as the ground for formless painterly masses from which a painterly picture was created, quite unrelated to nature.” Painterly Realism of a Football Player—Color Masses in the 4th Dimension belongs to this very first group of Suprematist works. The subtitle refers to the mathematical theory of fourth dimensional space, a concept appropriated by many early twentieth-century artists to justify their representation of truths beyond immediate sensory perception.",126.0,https://www.artic.edu/artworks/207293/painterly-realism-of-a-football-player-color-masses-in-the-4th-dimension
