artwork_title,description_text,index,url
"The Praying Jew, 1923 (one of two versions after a 1914 composition), Marc Chagall","—Entry, Margherita Andreotti, Art Institute of Chicago Museum Studies, Vol. 20, No. 2, The Joseph Winterbotham Collection at The Art Institute of Chicago (1994), p. 148-149.",88.0,https://www.artic.edu/artworks/23700/the-praying-jew
"Alka Seltzer, 1966, Roy Lichtenstein","Roy Lichtenstein had been exhibiting in galleries for nearly ten years when, in 1961, he dramatically changed the course of his work. Prompted by the comic strips on his children’s gum wrappers, he began to create paintings based on cartoon images. The reductive style that soon emerged became his particular contribution to the idiom known as Pop Art. From around 1961 until 1968, the artist created a group of highly finished black-and-white drawings that demonstrate his subversive use of commercial illustration techniques. In Alka Seltzer, Lichtenstein exploited everyday practices of visual representation and magnified them, indicating the gas bubbles rising over the glass by meticulously scraping away extra spaces from a field of imitation hand-stenciled Benday dots. To signify the reflective surface of the glass, he drew flat black graphite shapes—a parody, like the dots, of the reductive, linecut effect of pulp advertising. The artist’s use of mechanical reproduction conventions served to unify his composition and produce movement and volume on a two-dimensional surface. Alka Seltzer is one of Lichtenstein’s watershed works because it shows the artist summing up his early graphic techniques and introducing what would become his most significant formal preoccupations in the years that followed.",89.0,https://www.artic.edu/artworks/122054/alka-seltzer
"Jesus Mocked by the Soldiers, 1865, Édouard Manet","Throughout his career, Édouard Manet managed to shock and confound the public with his bold technique and unorthodox approach to subject matter. The most startling feature of his great religious composition Jesus Mocked by the Soldiers is that it was painted at all. After the advent of the Realist movement in earlier nineteenth-century French painting, grounded in the here and now, avant-garde artists in France did not pursue religious themes. Yet, while Manet was most certainly a painter of secular subjects—indeed, he was particularly urbane in his themes and lifestyle—he was also interested in the biblical narratives that had compelled artists for many centuries. It is likely that there was a connection between this interest and the popular 1863 biography Vie de Jésus (Life of Jesus) by the French philosopher and historian Joseph-Ernest Renan, a controversial work that emphasizes Christ’s humanity.",90.0,https://www.artic.edu/artworks/16499/jesus-mocked-by-the-soldiers
"Jesus Mocked by the Soldiers, 1865, Édouard Manet","In this painting, Manet portrayed Jesus as very human and vulnerable by presenting him frontally; by making him seem passive, almost limp; and by surrounding him with rather gruff characters. The canvas’s visible brushstrokes and its almost monochromatic tonality create an insistent sense of materiality that further evokes a palpable, unidealized Christ. The work depicts the moment when Jesus’s captors mock the “King of the Jews” by crowning him with thorns and covering him with a robe. Although, according to the Gospel story, this taunting was followed by beatings, Manet’s soldiers appear ambivalent as they surround the pale, denuded figure. In these ways Manet managed to present a traditional subject in a contemporary, challenging light.",90.0,https://www.artic.edu/artworks/16499/jesus-mocked-by-the-soldiers
"The Beach at Sainte-Adresse, 1867, Claude Monet","In the summer of 1867, Claude Monet stayed with his aunt at Sainte-Adresse, an afﬂuent suburb of the port city of Le Havre, near his father’s home. The paintings he produced that summer, few of which survive, reveal the beginnings of the young artist’s development of the revolutionary style that would come to be known as Impressionism. In his quest to capture the effects of shifts in weather and light, Monet painted The Beach at Sainte-Adresse out-of-doors on an overcast day. He devoted the majority of the composition to the sea, sky, and beach. These he depicted with broad sheets of color, animated by short brushstrokes that articulate gentle azure waves, soft white clouds, and pebbled ivory sand. While ﬁshermen go about their chores, a tiny couple relaxes at the water’s edge. Monet did not exhibit this work publicly for almost ten years after he completed it. In 1874 he banded together with a diverse group of like-minded, avant-garde artists to mount the ﬁrst of what would be eight independent exhibitions. He included Sainte-Adresse in the second of these Impressionist shows, in 1876.",91.0,https://www.artic.edu/artworks/14598/the-beach-at-sainte-adresse
"Mountain Brook, 1863, Albert Bierstadt","Albert Bierstadt is best remembered for his paintings of the American West, but during his early career, the ambitious artist also created New England landscapes, particularly of the White Mountains, as seen here. When this painting was first exhibited in 1863, critics declared it Bierstadt’s “best work” and praised the artist’s deft contrast of “light and shade,” which brought a heightened realism to the image. Bierstadt’s affinity for the White Mountains mirrored a growing interest in the region as one of America’s premiere tourist attractions. Photographs of the area from the 19th century suggest that Bierstadt utilized landscape elements from the popular tourist site “The Flume” in this imaginary composition.",92.0,https://www.artic.edu/artworks/146701/mountain-brook
"A Young Lady with a Parrot, c. 1730, Rosalba Carriera","Rosalba Carriera is renowned for the distinction she brought to pastel portraiture in Italy and France during the first half of the eighteenth century. No female artist enjoyed greater success or exerted more influence on the art of her era than Rosalba, as she is known. The artist’s work in pastel divides itself into two categories: portraits and allegories. A shrewd judge of character, she enhanced but never obscured the actual appearance of the sitters in her portraits. In contrast, her allegorical types are often so generalized that they can seem repetitive, bland, and undistinguished. A Young Lady with a Parrot is an intriguing combination of both genres. The colorful parrot is a witty conceit that subtly transfers the provocative gesture of baring one’s breast from the young woman to a mischievous bird, whose beak pulls back the gauzy fabric that edges the sitter’s bodice. With its rich colorism and vaporous effects, A Young Lady with a Parrot is a mature work, exhibiting the assurance of Rosalba’s finest and most famous portraits. The pastel may depict a young Englishwoman, perhaps one of the daughters of Lord Manchester. Whoever the model, this image’s aura of grace and seduction was to characterize the arts of much of the century, marking Rosalba as one of the originators of the Rococo style in Italy and France.",93.0,https://www.artic.edu/artworks/103887/a-young-lady-with-a-parrot
"After the Hurricane, Bahamas, 1899, Winslow Homer","Revered as America’s master of watercolor, Winslow Homer did not begin working in the medium until the mature age of thirty-seven. As a watercolorist, Homer adapted his practice to the diverse locales he visited. His sojourns in the tropics took him to the Bahamas, Bermuda, Cuba, and various locations in Florida. In each new environment, the self-taught artist pushed the flexible medium in new directions as he applied his increasingly sophisticated understanding of color and light to a new set of atmospheric conditions. This compelling watercolor was painted during Homer’s second trip to the Bahamas in the winter of 1898–99. Depicting a luckless man washed up on the beach, surrounded by fragments of his shattered craft, the work demonstrates the artist’s fascination with the rapid and dangerous weather changes of the region. Here sunlight glints through gradually thinning storm clouds. Homer employed thickly applied opaque red and yellow pigments for the seaweed tossed on the sand, creating a contrast with the thin washes and fluid brushstrokes that he used to render the receding waves.",94.0,https://www.artic.edu/artworks/16776/after-the-hurricane-bahamas
"Still Life with Game Fowl, 1600/03, Juan Sánchez Cotán","This work, the earliest European still life in the Art Institute’s collection, was painted by a leading Spanish practitioner of this new genre. It employs Juan Sánchez Cotán’s signature format: commonplace edibles placed in a shallow, niche-like embrasure with an impenetrable, dark background evoking the larders in Spanish homes used to keep food fresh. Some of the artist’s still lifes contain few objects, while in others, such as this one, the recess is filled. The objects are painstakingly rendered, and their placement seems mathematically exact. The hanging quince and game birds are arranged not perpendicular to the bottom edge of the painting, but on a barely perceptible diagonal. Further enlivening the composition is the strong light that sweeps over the still life and creates a dramatic contrast of light and shade, of precise realism and abstract form. After 1603 the artist stopped creating these austere and powerful images. Sánchez Cotán left his successful artistic career in Toledo to join the Carthusian order as a lay brother at the Charterhouse of Granada. Thereafter, his work consisted solely of idealized religious images.",95.0,https://www.artic.edu/artworks/84709/still-life-with-game-fowl
"Landscape at L’Estaque, 1906, Georges Braque","Born into a family of decorative and house painters, Georges Braque once remarked that his decision to become a painter was no more premeditated than his choosing to breathe. After apprenticing in his father’s shop and studying at an art school in his hometown of Le Havre, he went to Paris. In 1905, at the annual Salon d’Automne, he was confronted by the arresting paintings of Henri Matisse and others who had begun to employ vibrant, unmixed colors and energetic, rhythmic brushwork. The unbridled intensity of these works prompted a disapproving critic to call the artists ""fauves"" (wild beasts). Braque quickly joined the group.",96.0,https://www.artic.edu/artworks/119521/landscape-at-l-estaque
"Landscape at L’Estaque, 1906, Georges Braque","Braque painted Landscape at L’Estaque on his first trip to this town on the French Mediterranean coast. He and other young artists were drawn to Provence, in southeastern France, because of its clear light and because of their reverence for the art of Paul Cézanne, who worked in and around the area until his death in 1906. Braque drew upon Cézanne’s use of faceted brushwork, distorted perspectives, and color to structure his compositions for this view down a steep, tree-lined road. Using a palette of highly saturated reds, oranges, and yellows, Braque evoked a sense of turbulent heat, despite the shade provided by the trees. Cézanne’s influence continued to exert itself over Braque in other, critical ways: in early 1908, he would join Pablo Picasso in the development of a revolutionary new style based on the formal construction that constitutes the core of Cézanne’s vision. That style would come to be known as Cubism.
—Entry, Master Paintings in the Art Institute of Chicago, 2013, p.102.",96.0,https://www.artic.edu/artworks/119521/landscape-at-l-estaque
"Arlésiennes (Mistral), 1888, Paul Gauguin","One of seventeen canvases that Paul Gauguin completed during a brief and tumultuous visit with Vincent van Gogh in Arles, this powerful and enigmatic painting depicts the public garden directly across from Van Gogh’s residence, the “Yellow House.” Not only is the careful planning of the composition in marked contrast to the spontaneity seen in Van Gogh’s depiction of the same scene (State Hermitage Museum, Saint Petersburg), but everything about the painting—its large, ﬂat areas of color; arbitrary handling of space; and enigmatic silhouettes—also exemplifies the deliberateness with which Gauguin sought pictorial harmony and symbolic content in his work. Here four women wrapped in shawls slowly stroll through the garden. The two closest to the viewer avert their gazes and curiously cover their mouths. Their somber outlines echo the two orange cones, which probably represent shrubs wrapped against the frost. The bench along the upper-left path rises steeply, defying logical perspective. Equally puzzling is the mysterious bush on the left, in which Gauguin consciously embedded forms that suggest eyes and a nose, creating the impression of a strange, watchful presence. With its aura of repressed emotion and elusive meaning, Arlésiennes (Mistral) explores the ambiguities, mysteries, and emotions that Gauguin believed underlie appearances.",97.0,https://www.artic.edu/artworks/19339/arlesiennes-mistral
"Zapata, 1930, José Clemente Orozco","This dramatic canvas was painted during José Clemente Orozco’s self-imposed exile in the United States, where he took up residence in 1927. He moved in part to escape political unrest but also because he felt that it was increasingly difficult to get commissions in his native land. A leader of the Mexican mural movement of the 1920s and 1930s, Orozco claimed to have painted Zapata to finance his trip back to New York after completing a mural commission in California. For liberal Mexicans, Emiliano Zapata became a symbol of the Mexican Revolution (1910–20) after his assassination in 1919. The charismatic Zapata crusaded to return the enormous holdings of wealthy landowners to Mexico’s peasant population. Here his specterlike figure appears in the open door of a peasant hut. Despite the drama before him, the revolutionary hero seems solemn and unmoved. The painting is filled with menacing details—the bullets, the dagger, and especially the sword aimed at Zapata’s eye—and the somber palette of dark reds, browns, and blacks further underscores the danger of the revolutionary conflict.",98.0,https://www.artic.edu/artworks/40619/zapata
"A City Park, c. 1887, William Merritt Chase","William Merritt Chase was one of the most influential painters in the United States at the turn of the twentieth century. After an extended stay in Europe, which ended when he established his studio in New York City in 1878, Chase demonstrated his extraordinary versatility, painting portraits, landscapes, still lifes, and genre scenes. His vigor as an artist was equaled by his long and successful career as a teacher: his classes at the Art Students League in New York and the Shinnecock Hills Summer School on Long Island attracted many students.",99.0,https://www.artic.edu/artworks/28849/a-city-park
"A City Park, c. 1887, William Merritt Chase","In the mid-1880s, Chase embarked on a group of plein-air paintings inspired by New York’s parks. Influenced by the brilliant colors and unorthodox compositional formats of the French Impressionists, he often countered a broad, comparatively empty foreground with a detailed background. In this painting, which probably depicts Brooklyn’s Tompkins Park, almost half the canvas is filled by the wide, empty walkway, which, with its strong diagonal borders, carries the eye into the composition. This swift movement into space is slowed by the woman on the bench, who appears to gaze expectantly toward someone approaching along the path. To the left, colorful flowers provide a contrast to the bare walk at the right. This informal, seemingly spontaneous work, capturing the sparkle, light, and activity of a summer day, testifies to the freshness and vitality that Chase brought to the painting of such scenes.",99.0,https://www.artic.edu/artworks/28849/a-city-park
